SESSIONE	FASCIA	SETTORE	BIBL?	ID CV	NUMERO DOI ESISTENTI	DOIS ESISTENTI	DOIS NON ESISTENTI	I1	I2	I3	SETTORE CONCORSUALE	SSD	S1	S2	S3
4	1	01-B1	B	62013	38	['10.14778/2757807.2757813', '10.1016/j.biosystems.2008.06.015', '10.1007/978-3-540-70575-8_27', '10.1145/1557019.1557049', '10.1109/focs.2011.71', '10.1145/1526709.1526769', '10.1145/1341531.1341537', '10.1109/FOCS.2015.74', '10.1145/2816813', '10.1145/2736277.2741100', '10.1145/3077136.3080821', '10.1137/1.9781611973402.38', '10.1137/120879828', '10.1145/1806689.1806745', '10.1016/j.tcs.2010.11.001', '10.1016/j.tcs.2014.02.030', '10.1145/1559795.1559815', '10.1145/1935826.1935873', '10.1145/2492002.2482573', '10.1137/130936580', '10.1145/2187836.2187919', '10.1145/2623330.2623743', '10.1109/tit.2009.2039040', '10.1145/1772690.1772715', '10.1137/080732109', '10.1145/2229012.2229040', '10.1137/130936592', '10.1145/3018661.3018732', '10.1145/2688073.2688111', '10.1145/1265530.1265545', '10.1145/2487575.2487664', '10.1145/2783258.2783354', '10.1145/1772690.1772716', '10.1007/978-3-540-72914-3_8', '10.1145/1526709.1526770', '10.1007/978-3-642-02930-1_31', '10.1109/focs.2009.63', '10.1007/s00224-008-9113-2']	[]	11	754	15	01/B1	-	8	216	8
4	1	01-B1	B	63243	74	['10.1093/bioinformatics/btn166', '10.1093/nar/gki440', '10.1093/bioinformatics/btv367', '10.1093/bioinformatics/bth928', '10.1093/bioinformatics/bth070', '10.1093/bioinformatics/btq402', '10.1603/EN13173', '10.1093/nar/gkl775', '10.1093/bioinformatics/btr549', '10.1093/bioinformatics/btx044', '10.2174/09298665113209990053', '10.1186/1471-2164-14-S3-S6', '10.1186/1756-0381-4-1', '10.1038/srep30367', '10.1093/nar/gkr292', '10.1186/1471-2105-9-S2-S6', '10.1021/pr060670p', '10.1073/pnas.0700800104', '10.1093/bioinformatics/btg1027', '10.1002/humu.23179', '10.1110/ps.0223603', '10.1093/bioinformatics/18.suppl_1.S46', '10.1186/1471-2164-13-S4-S8', '10.1093/bioinformatics/btv291', '10.1093/bioinformatics/btl222', '10.1109/TCBB.2008.27', '10.1093/bioinformatics/btg360', '10.1093/nar/gkq1073', '10.1002/prot.10564', '10.1186/1471-2105-6-S4-S12', '10.1016/j.artmed.2008.07.016', '10.1016/j.jmb.2014.12.007', '10.1093/nar/gkr282', '10.1093/bib/bbl032', '10.1093/bib/bbp021', '10.1093/bib/4.4.341', '10.1109/TCBB.2010.91', '10.1186/1471-2164-13-S4-S5', '10.1093/bioinformatics/btw508', '10.1093/bioinformatics/btr387', '10.1093/nar/gkl208', '10.1002/humu.23235', '10.1093/bioinformatics/btn115', '10.1186/1471-2105-8-S1-S3', '10.1093/protein/15.12.951', '10.1093/bioinformatics/btw192', '10.1088/1478-3975/4/4/L01', '10.1093/bioinformatics/btg023', '10.1021/pr900204r', '10.1093/bioinformatics/btw656', '10.1046/j.1432-1033.2002.02767.x', '10.1093/bioinformatics/bts728', '10.1186/1748-7188-4-13', '10.1093/bioinformatics/bti1109', '10.1038/nprot.2007.165', '10.1093/bioinformatics/btv451', '10.1093/bioinformatics/btt555', '10.2174/138920310794109157', '10.1002/humu.21555', '10.1002/humu.21047', '10.1093/nar/gkx369', '10.1093/bioinformatics/btt089', '10.1002/pmic.200300745', '10.1093/database/bat065', '10.1145/2504729', '10.1002/prot.10322', '10.1002/prot.10069', '10.1093/bioinformatics/btp539', '10.1093/bioinformatics/17.10.957', '10.3390/a2010076', '10.1093/bioinformatics/btu411', '10.1097/FPC.0b013e32833bba25', '10.1093/nar/gki375', '10.1186/s12864-016-2726-y']	['10.1186/1471-2105-14-S1-S10', '10.1186/1471-2105-14-S3-S4', '10.1186/1471-2164-16-S8-S6']	56	3262	25	01/B1	-	8	216	8
4	1	01-B1	B	64649	34	['10.1016/S0166-5316(02)00125-6', '10.1109/CGC.2013.31', '10.1016/j.diin.2014.04.003', '10.1109/ICGRID.2006.310998', '10.1109/IPDPS.2006.1639709', '10.1002/cpe.3410', '10.1109/TPDS.2016.2619686', '10.1007/11805816_36', '10.1023/A:1011416914729', '10.1109/PTPSYS.2004.23', '10.1109/WETICE.2007.4407160', '10.1109/TEVC.2002.800882', '10.1016/S0167-8191(02)00219-3', '10.1002/cpe.3968', '10.1002/cpe.1250', '10.1109/CCGRID.2008.23', '10.1007/11508380_64', '10.1109/ENABL.2004.2', '10.1023/A:1012752923793', '10.1016/j.comnet.2014.10.003', '10.1109/CCGrid.2014.37', '10.1007/978-3-642-33645-4_8', '10.1109/IPDPS.2011.235', '10.1016/j.diin.2017.09.002', '10.1016/j.diin.2016.10.001', '10.1109/CloudCom.2011.63', '10.1007/978-0-387-09663-6_8', '10.1002/cpe.976', '10.1002/cpe.1141', '10.1109/TPDS.2014.2321745', '10.1109/IPDPS.2008.4536445', '10.1002/cpe.1241', '10.1109/HOT-P2P.2005.12', '10.1007/s10723-010-9162-z']	[]	12	412	13	01/B1	-	8	216	8
4	1	01-B1	B	62533	2	['10.1142/S2425038416500024', '10.1007/s10109-017-0246-1']	[]	13	452	10	01/B1	-	8	216	8
4	1	01-B1	B	62715	64	['10.1007/978-3-642-23708-9_14', '10.1007/978-3-642-02713-0_84', '10.1007/978-3-642-40802-1_4', '10.1109/32.60295', '10.1057/palgrave.ivs.9500122', '10.1145/2362724.2362757', '10.1016/j.procs.2011.04.078', '10.1109/VIZSEC.2015.7312764', '10.1007/978-3-642-03354-4_6', '10.1145/989863.989906', '10.1145/2801040.2801052', '10.1007/978-3-540-71080-6_20', '10.1109/IV.2004.1320207', '10.1145/2442576.2442578', '10.1007/s10209-009-0180-1', '10.1109/cmv.2004.1319523', '10.1007/s12650-016-0377-3', '10.1117/12.586930', '10.1109/iv.2005.62', '10.1109/TVCG.2015.2462356', '10.1145/1168149.1168159', '10.1007/978-3-642-23902-1_2', '10.1145/1556262.1556302', '10.1007/3-540-31008-8_8', '10.1016/j.jvlc.2003.06.005', '10.1145/1133265.1133291', '10.1109/iv.2002.1028775', '10.1007/978-3-540-73281-5_29', '10.1007/978-3-642-33247-0_13', '10.1007/978-3-540-39962-9_15', '10.1145/568760.568881', '10.3233/978-1-60750-042-1-200', '10.1109/TVCG.2012.247', '10.1109/cmv.2005.17', '10.1016/S0169-023X(97)00024-4', '10.1007/978-3-642-36415-0', '10.1016/j.jvlc.2013.12.003', '10.1007/978-3-319-50070-6_8', '10.1109/iembs.2011.6090507', '10.1016/j.jvlc.2007.08.001', '10.1109/VAST.2012.6400499', '10.1145/2911451.2911462', '10.1007/978-3-642-15998-5_16', '10.1109/VAST.2012.6400551', '10.1109/sahcnw.2009.5172921', '10.1023/A:1012432527794', '10.1145/568760.568777', '10.1016/j.jvlc.2011.02.002', '10.1016/j.procs.2014.10.022', '10.1007/978-3-642-36415-0_8', '10.1007/978-3-642-54347-0_2', '10.1007/978-1-4020-5820-2_16', '10.1145/1242421.1242460', '10.4018/jmhci.2009010102', '10.1109/32.223803', '10.1016/j.procs.2011.12.035', '10.1109/69.506712', '10.1145/1358628.1358955', '10.1117/12.642748', '10.1007/978-3-319-06028-6_92', '10.1007/978-3-540-24678-7_8', '10.1002/spe.4380230307', '10.1007/s007780050035', '10.1145/2254556.2254703']	['10.2495/data020871']	9	436	12	01/B1	-	8	216	8
4	1	01-B1	B	73784	45	['10.1109/ICDEW.2013.6547461', '10.1145/1042046.1042048', '10.4018/978-1-4666-1803-9.ch018', '10.1109/TKDE.2008.180', '10.1109/TAI.1997.632247', '10.1016/j.knosys.2015.04.023', '10.1109/ISPA.2014.36', '10.1109/ICDEW.2015.7129559', '10.1016/j.ins.2015.06.006', '10.1109/CBMS.2015.60', '10.1109/24.994929', '10.1109/UCC.2014.72', '10.1007/s00607-016-0505-x', '10.1016/j.ins.2014.08.073', '10.1109/IS.2010.5548388', '10.1002/int.20404', '10.1007/978-3-319-67162-8_22', '10.1109/SMARTCOMP.2016.7501707', '10.1109/BigDataCongress.2015.85', '10.1109/BIBE.2013.6701681', '10.1109/35.769279', '10.1007/978-3-540-78488-3_1', '10.1109/MDT.2002.1003804', '10.1109/ICDEW.2016.7495617', '10.1007/978-3-540-77623-9_18', '10.1007/978-3-642-15393-8_47', '10.1109/MIPRO.2016.7522370', '10.1016/j.camwa.2006.12.086', '10.1145/2700479', '10.1109/ICHI.2014.14', '10.4018/978-1-4666-2827-4.ch008', '10.1016/j.eswa.2016.02.005', '10.1109/CBMS.2010.6042610', '10.1016/j.eswa.2017.08.017', '10.1080/19488300.2013.787564', '10.1007/s10696-011-9095-2', '10.1007/978-3-642-23863-5_53', '10.1145/2508037.2508051', '10.1109/TKDE.2007.190677', '10.1007/978-3-642-41366-7', '10.1016/j.eswa.2013.02.006', '10.1145/3102254.3102288', '10.1109/TrustCom.2013.153', '10.1109/OLT.2002.1030179', '10.1145/2968219.2971458']	[]	18	337	10	01/B1	-	8	216	8
4	1	01-B1	B	72294	26	['10.1016/j.dam.2003.11.012', '10.1016/j.dam.2014.03.005', '10.1007/s10440-006-9077-7', '10.1137/S0895480102401119', '10.1016/S0378-3758(01)00180-X', '10.1016/S0304-3975(01)00291-2', '10.2298/AADM0801069B', '10.1016/j.tcs.2009.09.021', '10.1006/jcta.2002.3273', '10.1007/978-3-540-72914-3_6', '10.1016/j.endm.2006.08.019', '10.3233/FI-2012-687', '10.1016/j.laa.2011.08.007', '10.1016/j.disc.2007.08.009', '10.1016/j.eswa.2015.02.052', '10.1007/978-3-319-25768-6_14', '10.1016/j.disc.2016.08.017', '10.1016/j.dam.2007.08.051', '10.1016/j.disc.2007.12.039', '10.1016/S0196-6774(02)00211-0', '10.1016/j.ipl.2010.12.009', '10.1016/j.tcs.2010.07.019', '10.1016/j.disc.2006.03.065', '10.1016/j.disc.2006.07.023', '10.1016/S0304-3975(01)00074-3', '10.1016/j.laa.2015.07.028']	[]	17	286	9	01/B1	-	8	216	8
4	1	01-B1	B	63493	26	['10.1109/SLT.2012.6424221', '10.1109/ICASSP.2011.5947628', '10.1109/ASRU.2007.4430106', '10.1109/ASRU.2013.6707711', '10.21437/Interspeech.2016-859', '10.1117/12.643560', '10.1109/TASL.2011.2162322', '10.1109/ICASSP.2014.6853738', '10.1002/9781119992691.ch8', '10.1016/j.csl.2013.09.002', '10.1109/ASRU.2009.5373260', '10.1016/j.csl.2016.04.001', '10.1109/ASRU.2007.4430168', '10.1109/SLT.2008.4777840', '10.1109/ICDMW.2011.63', '10.1109/ICSC.2011.40', '10.1109/ASRU.2013.6707720', '10.1007/11590323_15', '10.1145/2647868.2655034', '10.1145/1996461.1996512', '10.1109/TASL.2010.2093520', '10.1109/ICASSP.2012.6289074', '10.1109/TSA.2005.854085', '10.1109/SLT.2010.5700887', '10.1109/ICASSP.2011.5947627', '10.1016/j.ipm.2015.08.002']	[]	7	1232	18	01/B1	-	8	216	8
4	1	01-B1	B	63391	23	['10.1016/j.ipm.2014.04.005', '10.1191/0143624405bt138tn', '10.1016/S0305-0548(03)00194-1', '10.1186/1743-422X-9-58', '10.1089/omi.2013.0050', '10.1186/s13040-016-0116-2', '10.1007/s10479-015-2069-0', '10.1016/j.tcs.2008.09.021', '10.1504/IJSN.2015.071829', '10.1051/ro/2015045', '10.1287/ijoc.14.1.20.7709', '10.1016/j.jtbi.2015.11.022', '10.1080/00207540600693713', '10.1007/978-3-319-45587-7_26', '10.1109/DEXA.2012.29', '10.1186/1756-0381-7-4', '10.1016/j.dam.2014.04.010', '10.1093/bioinformatics/btv635', '10.1016/j.ygeno.2014.07.004', '10.1287/mnsc.1030.0142', '10.1002/net.21576', '10.1111/1755-0998.12073', '10.1186/1756-0500-7-869']	['10.1186/s12868-015-0155']	26	430	12	01/B1	-	8	216	8
4	1	01-B1	B	69764	27	['10.1145/2578726.2578779', '10.1145/2483977.2483984', '10.1109/MIC.2008.105', '10.1145/2109196.2109198', '10.1109/MIC.2010.106', '10.1007/978-3-319-46397-1_20', '10.1007/978-3-642-16373-9_27', '10.1109/APWeb.2010.83', '10.1145/2213836.2213884', '10.1007/s00778-013-0350-x', '10.1109/ICDEW.2010.5452769', '10.1145/1739041.1739138', '10.1109/SocialCom-PASSAT.2012.139', '10.1109/TKDE.2011.161', '10.1007/s11280-016-0428-7', '10.1109/ICDE.2016.7498370', '10.1007/978-3-7908-2404-9_25', '10.1007/b98090', '10.1145/2487259.2487262', '10.1007/978-3-319-27932-9_3', '10.1145/2740908.2742838', '10.1145/2187980.2188023', '10.1109/TKDE.2015.2462357', '10.1109/TKDE.2010.87', '10.1017/S1471068410000104', '10.1109/ICDE.2009.176', '10.1145/1989323.1989408']	['10.1007/978-3-642-36008-4-5', '10.1145/1453856.1453918']	13	575	14	01/B1	-	8	216	8
4	1	01-B1	B	65550	30	['10.1145/2390045.2390064', '10.1016/j.ins.2013.12.003', '10.1007/978-3-642-37382-4_7', '10.1109/TKDE.2010.220', '10.1007/978-3-319-17876-9', '10.1007/978-3-642-32395-9_9', '10.1007/s10844-013-0301-4', '10.1007/978-3-642-37456-2_10', '10.1145/2442968.2442970', '10.3233/978-1-61499-105-2-1221', '10.1016/j.ins.2012.01.041', '10.1016/j.is.2017.11.001', '10.1145/2487259.2487263', '10.1007/978-3-319-61461-8', '10.1145/2351476.2351502', '10.1145/3105831.3105860', '10.1007/s10844-014-0343-2', '10.1145/2856059', '10.1016/j.ins.2017.03.002', '10.1145/2513591.2513653', '10.1109/PDP.2017.17', '10.1007/s10844-016-0415-6', '10.1016/j.spmi.2008.10.027', '10.1007/978-3-642-37382-4', '10.1007/978-3-319-39315-5', '10.1007/978-3-319-08407-7', '10.1007/978-3-319-60795-5_17', '10.1007/s10844-013-0267-2', '10.1145/2351476.2351494', '10.1109/HPCS.2017.15']	[]	16	421	10	01/B1	-	8	216	8
4	1	01-B1	B	73056	36	['10.1287/opre.1070.0415', '10.1016/j.cor.2013.12.008', '10.1007/s10479-008-0375-5', '10.1016/j.cor.2016.06.007', '10.1007/s10479-008-0452-9', '10.1287/trsc.1080.0246', '10.1016/j.dam.2013.12.019', '10.1109/TNSM.2017.2733620', '10.1016/j.endm.2016.10.006', '10.1007/s10107-014-0761-5', '10.1109/IFIPNetworking.2015.7145315', '10.1287/trsc.1080.0256', '10.1137/1.9781611974768.16', '10.1016/j.endm.2016.10.016', '10.1007/s10288-007-0051-7', '10.1007/s12532-014-0064-0', '10.1287/ijoc.1120.0513', '10.1109/TNET.2017.2652850', '10.1287/opre.1060.0323', '10.1109/NETSOFT.2016.7502419', '10.1109/NTMS.2016.7792465', '10.1016/j.trc.2010.07.008', '10.1007/s13361-014-0942-8', '10.1002/jms.3179', '10.4230/OASIcs.SCOR.2014.63', '10.1089/cmb.2011.0084', '10.1039/c1cp21740b', '10.1016/j.endm.2016.10.024', '10.1002/net.21584', '10.1016/j.dam.2013.02.014', '10.1016/j.cor.2011.06.008', '10.1063/1.4984038', '10.1002/net.20486', '10.1016/j.dam.2013.07.016', '10.1016/j.ejor.2013.06.010', '10.1007/s11590-012-0550-0']	[]	29	421	11	01/B1	-	8	216	8
4	1	01-B1	B	73669	34	['10.1007/978-3-642-04954-5_26', '10.1007/11504894_35', '10.3233/FI-2011-400', '10.1109/WI-IAT.2012.231', '10.1007/978-3-642-10291-2_30', '10.1145/1273496.1273578', '10.1166/jctn.2011.1927', '10.4018/978-1-4666-0188-8.ch010', '10.1109/ENABL.2004.45', '10.1007/11736790_14', '10.1177/0272989X16662654', '10.1109/NLPKE.2010.5587773', '10.1109/MIS.2003.1179195', '10.1007/978-3-540-85287-2_36', '10.1007/978-3-642-35139-6', '10.3115/1220175.1220282', '10.1007/978-3-642-35139-6_16', '10.1109/ICMLA.2013.28', '10.1007/11779568_111', '10.1017/S1351324909990143', '10.1007/b98754', '10.1017/S1351324910000197', '10.1155/2017/8781379', '10.1007/978-3-540-74999-8_61', '10.1007/978-3-319-56148-6_16', '10.1007/3-540-32394-5_20', '10.1007/11558590_32', '10.1109/IJCNN.2017.7966319', '10.1109/WI.2003.1241190', '10.3115/1220175.1220226', '10.1109/WI.2004.10105', '10.1007/978-3-319-25789-1_8', '10.1017/S1351324902002875', '10.1007/978-3-642-15314-3_13']	[]	9	457	12	01/B1	-	8	216	8
4	1	01-B1	B	72117	33	['10.1093/bioinformatics/btp478', '10.1016/S0933-3657(02)00087-8', '10.1109/TPAMI.2009.69', '10.1007/s10462-009-9109-6', '10.1007/978-3-540-92273-5_9', '10.1109/Trustcom.2015.640', '10.1109/IGARSS.2008.4779128', '10.1109/TGRS.2008.916090', '10.1504/IJDMB.2014.062149', '10.1007/s10458-010-9148-z', '10.1080/01431161.2012.678947', '10.1371/journal.pone.0108716', '10.1016/j.ymeth.2015.04.013', '10.4156/jdcta.vol5.issue11.25', '10.1109/TEVC.2007.905006', '10.1016/S0378-2166(02)00145-5', '10.3182/20120611-3-IE-4029.00033', '10.1109/MS.2007.169', '10.1002/acp.989', '10.1177/1094342016662508', '10.1155/2013/409062', '10.1109/BIBM.2014.6999204', '10.1007/s10844-010-0131-6', '10.1007/978-3-642-03070-3_22', '10.2390/biecoll-jib-2008-87', '10.1007/978-3-642-31718-7_53', '10.1186/1471-2105-15-123', '10.1007/s10844-009-0101-z', '10.1186/1471-2164-13-220', '10.1371/journal.pone.0066005', '10.1093/bioinformatics/btl346', '10.1109/LGRS.2015.2391297', '10.1007/978-3-642-13654-2_12']	[]	23	849	15	01/B1	-	8	216	8
4	1	01-B1	B	71934	84	['10.1145/2753488.2753491', '10.1109/ICCNC.2013.6504156', '10.1002/cpe.1742', '10.1109/INFCOM.2013.6566745', '10.1109/WiMOB.2012.6379146', '10.1016/j.comnet.2015.09.024', '10.1109/LCOMM.2017.2713361', '10.1109/Nets4CarsFall.2014.7000903', '10.1109/ICOIN.2014.6799664', '10.1145/2348543.2348591', '10.1109/GLOCOM.2012.6503527', '10.1109/VNC.2012.6407441', '10.1109/WONS.2017.7888755', '10.1109/MedHocNet.2014.6849101', '10.1364/OFC.2014.W4H.1', '10.1109/MCOM.2011.5784001', '10.1109/CDC.2007.4434437', '10.1016/j.peva.2004.07.002', '10.1109/TPDS.2007.1114', '10.1016/j.vehcom.2016.11.006', '10.1109/JSAC.2007.071206', '10.1109/WONS.2017.7888756', '10.1109/VNC.2015.7385560', '10.1109/P2P.2010.5569983', '10.1109/CAMAD.2009.5161473', '10.1109/LCN.2007.33', '10.1109/TMC.2014.2362752', '10.1109/ICTON.2014.6876450', '10.1109/ONDM.2005.1427000', '10.1109/JSYST.2015.2476559', '10.1109/INFOCOM.2008.243', '10.1109/INFOCOM.2015.7218490', '10.1109/GLOCOM.2004.1378336', '10.1007/978-3-642-20798-3_28', '10.1007/3-540-36480-3_28', '10.1109/TVT.2013.2277802', '10.1109/VNC.2013.6737623', '10.1016/j.comnet.2011.06.028', '10.1109/ICC.2010.5502542', '10.1109/GLOCOM.2016.7842049', '10.1109/WiMOB.2014.6962146', '10.1109/IPDPS.2009.5160958', '10.1109/WONS.2012.6152246', '10.1109/TNET.2004.826297', '10.1109/PERCOMW.2017.7917611', '10.1002/spe.1134', '10.1109/IFIPNetworking.2016.7497230', '10.1109/TVT.2015.2489459', '10.1007/978-0-387-79026-8_22', '10.1109/INFCOMW.2009.5072181', '10.1109/ICC.2009.5199102', '10.1109/NCA.2013.26', '10.1109/IMSAA.2009.5439486', '10.1109/GLOCOM.2003.1258813', '10.1109/TVT.2013.2287343', '10.1109/INFOCOM.2016.7524407', '10.1109/TMC.2015.2474370', '10.1002/spe.2456', '10.1016/j.adhoc.2014.07.016', '10.1145/2938681.2938686', '10.1109/WONS.2012.6152229', '10.1109/ICC.2010.5502543', '10.1109/TNET.2014.2307157', '10.1109/TVT.2016.2585018', '10.1145/2984356.2984363', '10.1109/TCOMM.2008.060707', '10.1016/j.pmcj.2017.05.006', '10.1109/ICUMT.2012.6459701', '10.1109/P2P.2012.6335794', '10.1109/WONS.2013.6578322', '10.1109/ICMLA.2012.109', '10.1109/WONS.2011.5720198', '10.1145/2633661.2633669', '10.1109/WONS.2014.6814733', '10.3837/tiis.2013.11.003', '10.1109/WiMOB.2012.6379101', '10.1016/j.jcss.2013.06.018', '10.1016/j.comnet.2006.06.011', '10.1145/1877891.1877902', '10.1007/978-3-540-72606-7_51', '10.1186/1687-1499-2013-225', '10.1145/2030698.2030700', '10.1109/VNC.2014.7013309', '10.1109/CCE.2008.4578935']	['10.1007/s12083.010.0070.6']	26	1037	18	01/B1	-	8	216	8
4	1	01-B1	B	65077	27	['10.1093/bioinformatics/btq586', '10.1145/1924421.1924451', '10.1145/1294948.1294954', '10.1145/1810295.1810320', '10.1371/journal.pone.0072638', '10.2174/0929867324666170227114356', '10.1109/BIBMW.2009.5332137', '10.1109/ICSE.2009.5070564', '10.1186/1471-2105-11-228', '10.1109/WCRE.2011.31', '10.1049/iet-sen.2008.0105', '10.1145/568760.568860', '10.1016/j.scico.2014.11.017', '10.1109/MSR.2007.14', '10.1109/FormaliSE.2015.12', '10.1016/j.ymeth.2014.06.005', '10.1109/MS.2009.26', '10.1109/SCAM.2008.20', '10.1145/1985441.1985463', '10.1007/978-3-319-25840-9_11', '10.1007/s10664-009-9108-x', '10.1016/j.infsof.2009.04.013', '10.1109/SCAM.2007.21', '10.1007/978-3-642-21946-7_13', '10.1109/CSMR.2007.26', '10.1145/1141277.1141693', '10.1007/s10664-012-9214-z']	[]	21	1025	18	01/B1	-	8	216	8
4	1	01-B1	B	70704	51	['10.1109/WICSA.2008.41', '10.1016/j.jss.2006.02.059', '10.1109/ICSE-C.2017.143', '10.1145/3001854.3001857', '10.1109/WICSA.2014.21', '10.1109/WETICE.2009.48', '10.1109/ICSA.2017.21', '10.1109/TSE.2017.2755039', '10.1007/s10515-007-0012-6', '10.1142/S0218194010005092', '10.1109/WICSA.2005.28', '10.1016/j.scico.2014.05.001', '10.1109/MS.2014.28', '10.1109/RE.2015.7320424', '10.1007/978-3-642-33176-3_7', '10.1145/1806799.1806816', '10.1016/j.entcs.2006.11.004', '10.1109/CBSE.2016.9', '10.1109/WICSA.2014.15', '10.1016/j.procs.2013.06.101', '10.1109/ICGSE.2008.26', '10.1109/MS.2017.51', '10.1109/SESENA.2012.6225729', '10.1007/978-3-642-24124-6_9', '10.1109/ASE.2008.82', '10.1109/MS.2017.85', '10.1145/1858996.1859057', '10.1109/TSE.2008.104', '10.1007/978-3-319-23727-5_11', '10.1002/smr.565', '10.1109/SEAA.2014.62', '10.1007/s00607-013-0338-9', '10.1109/ICSAW.2017.12', '10.1109/CBSE.2016.4', '10.1109/SEAA.2014.61', '10.1504/IJWET.2004.005236', '10.1109/MS.2016.74', '10.1109/TSE.2012.74', '10.1007/978-3-319-65831-5_7', '10.1145/2797433.2797453', '10.1007/s10270-010-0170-z', '10.1016/j.entcs.2004.02.084', '10.1109/CSI-SE.2015.14', '10.1016/j.scico.2014.06.009', '10.1109/MBD-MOMPES.2006.24', '10.1007/978-3-642-28872-2_2', '10.1016/S1571-0661(04)81029-6', '10.1007/978-3-540-24721-0_22', '10.1109/TSE.2004.1271170', '10.1007/b100825', '10.1007/978-3-319-12241-0_2']	[]	17	1044	18	01/B1	-	8	216	8
4	1	01-B1	B	66463	11	['10.3233/FI-2012-720', '10.3233/FI-2017-1461', '10.3233/FI-2009-183', '10.1007/s10990-008-9024-6', '10.1017/S1471068410000177', '10.1007/978-3-540-89982-2_29', '10.1007/978-3-319-63139-4_3', '10.4204/EPTCS.219', '10.1007/978-3-642-12592-8', '10.1016/j.scico.2016.11.002', '10.3233/FI-2012-758']	[]	17	318	10	01/B1	-	8	216	8
4	1	01-B1	B	73306	20	['10.1016/j.jss.2011.09.046', '10.1109/IWSM-MENSURA.2012.32', '10.1007/s10009-006-0024-8', '10.1109/ICECCS.2009.25', '10.1145/1550987.1550993', '10.1007/s10664-013-9246-z', '10.1145/2372251.2372259', '10.1016/j.infsof.2011.02.005', '10.1111/j.1468-0394.2008.00455.x', '10.1109/MS.2011.93', '10.1109/WETSoM.2015.13', '10.1111/j.1468-0394.2012.00648.x', '10.1016/j.infsof.2017.02.005', '10.1145/1833272.1833277', '10.1016/j.infsof.2017.03.005', '10.1109/IWSM.Mensura.2014.28', '10.1007/978-3-642-13054-0_11', '10.1016/j.infsof.2014.04.009', '10.1145/2245276.2231951', '10.1016/j.infsof.2013.04.003']	[]	14	450	12	01/B1	-	8	216	8
4	1	01-B1	B	71726	13	['10.4204/EPTCS.227.4', '10.1016/j.entcs.2004.02.011', '10.4230/LIPIcs.CONCUR.2016.36', '10.1145/1462179.1462181', '10.1007/978-3-642-39053-1_39', '10.3233/FI-2016-1303', '10.1016/j.tcs.2008.01.028', '10.1007/978-3-662-46678-0_15', '10.1016/j.jlap.2004.03.003', '10.4204/EPTCS.160.7', '10.1007/978-3-319-13350-8_2', '10.1016/j.ipl.2003.09.018', '10.1016/j.tcs.2014.04.010']	[]	17	289	10	01/B1	-	8	216	8
4	1	01-B1	B	70855	42	['10.4018/978-1-59140-655-6.ch001', '10.1145/1869790.1869878', '10.1145/2424321.2424419', '10.1007/11554028_45', '10.1145/1141277.1141558', '10.1002/widm.1214', '10.1080/13658816.2015.1070267', '10.1145/1868470.1868484', '10.1109/MDM.2009.49', '10.1109/MDM.2013.67', '10.1007/978-3-540-75177-9_8', '10.1145/1210263.1210265', '10.1016/j.datak.2007.10.008', '10.1145/2786756', '10.1007/978-3-540-69878-4_9', '10.1145/2093973.2094018', '10.1109/MDM.2014.49', '10.1109/MDM.2012.48', '10.1145/1667502.1667511', '10.1109/ARES.2008.44', '10.1145/1032222.1032236', '10.1016/j.cageo.2005.08.011', '10.1007/s10922-008-9106-0', '10.1145/1542207.1542235', '10.1145/1063979.1063985', '10.1145/1503402.1503406', '10.1007/978-3-642-37450-0_34', '10.1109/MDM.2006.26', '10.1109/MIC.2008.40', '10.1007/s10707-014-0205-7', '10.1145/1653771.1653807', '10.1007/978-0-387-09428-1_15', '10.1145/2820783.2820794', '10.1109/FTDCS.2008.17', '10.1109/MPRV.2011.18', '10.1109/mdm.2012.72', '10.1145/1667502.1667519', '10.1109/RIDE.2004.1281700', '10.1109/MDM.2016.47', '10.1145/2666310.2666417', '10.1145/2501654.2501656', '10.1109/MDM.2014.57']	[]	13	1174	15	01/B1	-	8	216	8
